ram_min,ram_max,motherboard_min,motherboard_max,vga_min,vga_max,cpu_min,cpu_max,hard_disk_min,hard_disk_max
ram_min,ram_max,motherboard_min,motherboard_max,vga_min,vga_max,cpu_min,cpu_max,hard_disk_min,hard_disk_max
